1.085319233289701035	6.725139006623634952	8.096578674248903207	1.533123739225286108	9.705691034130552453	8.175176763715270578	2.886902278992770077	4.051020636987355816	1.438918832116364843	5.816136039099917276
3.515785172684485760	3.027887419561194893	3.905954018905567482	6.350780093921546410	6.479387980765822785	4.429520709096939068	3.889954733913189022	4.130018079296993161	2.971855231297292343	1.488439635448041143
6.245794136865134849	3.927090293722579339	3.841797830250796020	5.398852989963897064	3.322783864454177394	7.071956603990555701	8.759551183366995897	8.667428002578633217	8.678222897891091359	5.619271098981750701
3.290939873303017071	7.088124093812659954	8.029386856711843157	9.587189961297499785	3.507836155733264905	5.237940122258648579	5.992664579989007700	4.403128441964753170	5.148762501217870602	1.514662161569430010
2.618462903623682836	3.134404477903048880	2.300728327508917426	6.672903357858772644	9.400824222677298669	2.006268450864731046	3.028287245597199862	9.610148480226771150	4.364386941942171028	9.456943741132336489
6.884687060838791117	2.309037997616725235	9.009703885249860100	6.084870685738849039	8.121423772804584607	2.368972129616797595	5.174800661338836427	9.120691615492038107	3.725304360519524627	2.863127659299424810
1.307653559221564343	9.983750430371082230	3.453924337691400837	7.340689438645509046	8.016872627582286581	7.456403862775135005	7.835204443475368707	9.598468572707824498	6.989250904061392600	6.566429640490404340
3.123032843759859789	2.886664935743544769	2.925604950961813167	5.111368642712855737	1.672492655835693398	4.284602617755959297	1.330691865170952060	1.095444903108750978	6.063264295347119415	8.030226559368950356
9.649559349962024690	4.083515340378521818	8.747470109145539796	8.930239541046964824	7.923524957391602230	2.001931124837618148	6.951992614111940361	3.603171745432369732	2.404262610822828217	7.959018640358235253
8.595683824558220110	4.378607952925971381	3.175622333268739439	1.488308844365984207	2.786608952589078037	5.820536776718274741	8.274703957284710309	9.064945069279596312	5.155371672815521888	1.644287895313165659
