75.95707224,30.85035986,LUH
75.93305977,17.62541518,SSE
85.32359704,23.3177246,IXR
48.74710654,31.34315856,AWZ
78.21721865,26.2854877,GWL
42.9710963,14.75525344,HOD
75.8092915,22.72774919,IDR
73.81056749,19.96602057,ISK
76.80172611,30.6707249,IXC
75.39584329,19.86729696,IXU
72.98781909,31.36274355,LYP
73.31635954,54.95764829,OMS
82.66715245,55.00958471,OVB
35.30187286,47.87326356,OZH
101.4465693,0.464600873,PKU
145.2439803,14.1717713,ROP
73.40849648,61.34016722,SGC
78.70895787,10.76035713,TRZ
63.02793335,25.98879459,TUK
66.94873115,30.24904319,UET
60.90070856,29.4752942,ZAH
112.7114186,-7.929980028,MLG
83.55045321,53.36338508,BAX
75.75848285,31.43294224,VIAX
79.45200269,28.42180872,VIBY
73.03204984,33.56141463,OPQS
127.4959161,36.72202278,CJJ
126.8108395,35.14000514,KWJ
128.6375377,35.8999278,TAE
129.355731,35.59289575,USN
105.1760604,-5.242566777,WIIT
81.73172715,25.44352203,IXD
61.51225897,55.29779195,CEK
120.2097333,22.95066792,TNN
120.6307035,24.26665556,RMQ
4.43384435,51.94913019,RTM
39.22544964,51.81261713,VOZ
-2.858620658,53.33637511,LPL
83.22352164,17.72795774,VTZ
119.5456913,-5.058936895,UPG
-173.9680939,-18.58600586,VAV
-1.710345784,55.03708486,NCL
-86.8514685,15.74515967,LCE
39.69913596,24.54423396,MED
-74.0287383,45.6832251,YMX
21.0974464,55.97134262,PLQ
75.80101042,26.82117981,JAI
86.17246624,22.81541451,IXW
29.54492,40.2555395,YEI
35.29696143,36.98520906,ADA
-152.4856385,57.74859211,ADQ
-101.7053528,35.21840319,AMA
133.902918,-23.801968,ASP
74.80715597,31.70682203,ATQ
85.81688995,20.25266598,BBI
-161.838987,60.77873798,BET
-73.18092077,7.127709154,BGA
-86.75237736,33.56186728,BHM
141.4704073,-31.99899674,BHQ
-108.5369294,45.80368557,BIL
-100.7574713,46.77510667,BIS
-101.4787534,20.98588712,BJX
5.60368256,6.317166892,BNI
27.51640937,42.56708355,BOJ
8.78586177,53.0522871,BRE
-69.356102,10.0453,BRM
-97.43176534,25.90627435,BRO
-2.710864691,51.38629342,BRS
-91.1567544,30.5326138,BTR
17.199985,48.16983791,BTS
-73.15507878,44.4692066,BTV
-81.10933524,33.93420546,CAE
75.95099306,11.13955205,CCJ
96.82874721,-12.1851586,CCK
19.91475616,39.60675545,CFU
125.6904568,43.99301148,CGQ
-80.03693374,32.88453016,CHS
77.03889377,11.03014151,CJB
23.68698127,46.78266263,CLJ
-77.84510399,21.42470373,CMW
-106.4644448,42.89719005,CPR
120.5507702,15.18764224,CRK
-81.59641647,38.37059144,CRW
15.0674605,37.4700728,CTA
-88.32426004,18.50643423,CTM
-3.339568764,51.39862209,CWL
-79.87946164,19.6898654,CYB
-86.93040641,20.51155438,CZM
-84.22045942,39.89904029,DAY
148.569717,-32.218681,DBO
-77.04333739,38.8537162,DCA
